,Media Source,Date,Text,Tweets Ago,Compound,Negative,Neutral,Positive
271,CNN,Mon Nov 05 10:54:59 +0000 2018,"Stunning sights, crazy delicious food and a welcoming attitude: Why Poland should be on your travel bucket list… https://t.co/ajrafNu2rP",72,0.7783,0.547,0.094,0.359
272,CNN,Mon Nov 05 10:52:20 +0000 2018,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge, where about 200 iron workers, engineers,… https://t.co/r1rAnZ8dr9",73,0.0,1.0,0.0,0.0
273,CNN,Mon Nov 05 10:46:02 +0000 2018,"Millions of Chinese middle-class men and women grew up in a roaring economy. Now, amid soaring rents and a plunging… https://t.co/m7KaTR4bgY",74,0.0,1.0,0.0,0.0
274,CNN,Mon Nov 05 10:38:34 +0000 2018,A newlywed couple died early Sunday after the helicopter carrying them from their wedding crashed in Texas… https://t.co/0bHQIcTVqz,75,-0.5574,0.816,0.184,0.0
275,CNN,Mon Nov 05 10:32:33 +0000 2018,"Amid record STD rates, doctors treat patients' partners sight unseen https://t.co/4zCu8PBNj1 https://t.co/Dw4It6gMhS",76,0.4019,0.803,0.0,0.197
276,CNN,Mon Nov 05 10:31:00 +0000 2018,"This is how KitKats are made -- unless, of course, you visit their new custom shop, where you can watch the KitKat… https://t.co/8Skx2pm1cH",77,0.0,1.0,0.0,0.0
277,CNN,Mon Nov 05 10:26:30 +0000 2018,"11-year-old fatally shot grandmother then himself, grandfather tells police https://t.co/y0Qvzkk8Du https://t.co/YGyxFs1lln",78,-0.6369,0.704,0.296,0.0
278,CNN,Mon Nov 05 10:20:41 +0000 2018,The Tower of London is marking 100 years since the end of the First World War with an installation of brightly-lit… https://t.co/qr61VmSZ2v,79,-0.5994,0.843,0.157,0.0
279,CNN,Mon Nov 05 10:17:06 +0000 2018,"Doctors said he'd never walk again after a sporting accident. Now, with a revolutionary new spinal implant, he can… https://t.co/PNV5dfMqun",80,-0.4767,0.846,0.154,0.0
280,CNN,Mon Nov 05 10:13:21 +0000 2018,Diwali is one of the most important Hindu festivals in India. The Festival of Lights lasts five days and there are… https://t.co/TxEJZ8QqSd,81,0.7939,0.702,0.0,0.298
281,CNN,Mon Nov 05 10:04:36 +0000 2018,"The CEO of SoftBank expressed ""strong regret"" over the killing of Saudi journalist Jamal Khashoggi -- but said his… https://t.co/hG5TXk2Ovx",82,-0.3506,0.716,0.194,0.091
282,CNN,Mon Nov 05 09:55:57 +0000 2018,"On Monday, the US reimposed all sanctions against Iran that had been lifted as part of the 2015 nuclear agreement,… https://t.co/wHHlOtsmcp",83,0.0,1.0,0.0,0.0
283,CNN,Mon Nov 05 09:47:44 +0000 2018,"Fox News talks about George Soros a lot. Its conservative talk shows blame him for all sorts of ills, sometimes eve… https://t.co/uh60ixHPpw",84,-0.34,0.893,0.107,0.0
284,CNN,Mon Nov 05 09:39:25 +0000 2018,South Koreans are working themselves to death. Can they get their lives back? https://t.co/fiN5nzKB6a https://t.co/ZIU2pr5Hyc,85,-0.5994,0.782,0.218,0.0
285,CNN,Mon Nov 05 09:30:57 +0000 2018,This hotel gives new meaning to sleeping with the fishes https://t.co/XABa283i0L,86,0.0,1.0,0.0,0.0
286,CNN,Mon Nov 05 09:22:27 +0000 2018,The non-American's guide to the midterm elections (and a refresher for the rest of you) https://t.co/f1StCMyTaA https://t.co/PiceJ9aO15,87,0.0,1.0,0.0,0.0
287,CNN,Mon Nov 05 09:14:04 +0000 2018,"Pakistan's new government has given in to extremists, and not for the last time | Analysis by @MichaelKugelman https://t.co/IKSna0Lm5z",88,0.0,1.0,0.0,0.0
288,CNN,Mon Nov 05 09:05:00 +0000 2018,"There is enough happening on Earth to keep us occupied, but don't forget to look up once in a while. Here's everyth… https://t.co/SJKdmDZhQp",89,0.2498,0.913,0.0,0.087
289,CNN,Mon Nov 05 08:55:53 +0000 2018,"After 5 months at sea, Ross Edgley completes swim around Great Britain https://t.co/l16eiJvvww https://t.co/ND2iwsO3q4",90,0.6249,0.745,0.0,0.255
290,CNN,Mon Nov 05 08:47:04 +0000 2018,"Lion Air Flight 610 was intact with its engines running when it crashed at high speed into the Java Sea, investigat… https://t.co/PYpuVIiO1C",91,0.2023,0.921,0.0,0.079
291,CNN,Mon Nov 05 08:40:58 +0000 2018,"In response to a question about President Trump’s “caravan” rhetoric, Democratic Sen. Elizabeth Warren said she bel… https://t.co/YlKPdISLkJ",92,0.0,1.0,0.0,0.0
292,CNN,Mon Nov 05 08:32:49 +0000 2018,"President Trump's 2018 campaign, visualized https://t.co/Vf5NHJDeYY https://t.co/5Uu3vzNLGR",93,0.0,1.0,0.0,0.0
293,CNN,Mon Nov 05 08:24:36 +0000 2018,Egypt security kills 19 militants following attack on Coptic Christians https://t.co/0kwhmb2SB2 https://t.co/zQtOjNhCqD,94,-0.6369,0.5,0.367,0.133
294,CNN,Mon Nov 05 08:16:26 +0000 2018,Why do some people get CTE? It may be in their genes. https://t.co/FCtENC6Fkz https://t.co/zFOtRoHgTR,95,0.0,1.0,0.0,0.0
295,CNN,Mon Nov 05 08:07:02 +0000 2018,The story of Apple and the iPhone in 3 charts https://t.co/jHdje1spdN https://t.co/0ZR4niEIU2,96,0.0,1.0,0.0,0.0
296,CNN,Mon Nov 05 07:58:30 +0000 2018,Answer these 5 questions before you vote https://t.co/smqCwPeqIt (via @CNNOpinion) https://t.co/9iZX3uDgmL,97,0.0,1.0,0.0,0.0
297,CNN,Mon Nov 05 07:50:01 +0000 2018,"Queen biopic ""Bohemian Rhapsody"" is the champion of the box office this weekend with an estimated $50 million haul… https://t.co/cyCrjSIbHq",98,0.5994,0.83,0.0,0.17
298,CNN,Mon Nov 05 07:41:01 +0000 2018,"With one day to go before the midterm elections, Americans face a choice that could shape the nation for years | An… https://t.co/rVmDrRNGtX",99,0.0,1.0,0.0,0.0
299,CNN,Mon Nov 05 07:34:25 +0000 2018,Racist robocall targets Georgia Democratic gubernatorial candidate Stacey Abrams and Oprah Winfrey… https://t.co/1XcZyZzLfn,100,-0.6124,0.75,0.25,0.0
300,Fox News,Mon Nov 05 07:31:00 +0000 2018,"Former President @BarackObama waves to supporters on Sunday in Gary, Indiana where he rallied Democrats on behalf o… https://t.co/gsOHHiRxJP",1,0.4404,0.861,0.0,0.139
301,Fox News,Mon Nov 05 07:16:00 +0000 2018,"El Chapo’s sons are now running his drug empire, feds say https://t.co/9nK0NpK6kR",2,0.0,1.0,0.0,0.0
302,Fox News,Mon Nov 05 07:01:00 +0000 2018,Woman serves as 'ring' for cousin's engagement photo in viral moment https://t.co/lNzfw86GPa,3,0.4588,0.786,0.0,0.214
303,Fox News,Mon Nov 05 06:46:01 +0000 2018,".@POTUS: ""There is electricity in the air like I haven't seen since the '16 big victory that we all had together.""… https://t.co/mv5kZu2LTX",4,0.3612,0.889,0.0,0.111
304,Fox News,Mon Nov 05 06:15:00 +0000 2018,"Voters gathered Sunday to hear speeches during an early voting campaign event for Democrats in Cincinnati, OH. https://t.co/DH7G3noKa7",5,0.0,1.0,0.0,0.0
305,Fox News,Mon Nov 05 06:04:00 +0000 2018,"Almost 60,000 migrants deemed dead or missing on dangerous journeys since 2014, study finds https://t.co/2QFudjqlHg",6,-0.8625,0.556,0.444,0.0
306,Fox News,Mon Nov 05 05:47:00 +0000 2018,"Freddie Mercury 'Bohemian Rhapsody' defies expectations, soars to No. 1 over the weekend https://t.co/nAxsS1GcV0",7,-0.296,0.845,0.155,0.0
307,Fox News,Mon Nov 05 05:15:00 +0000 2018,"Migrant caravans swell to 12,000, get some help along the way https://t.co/hHbMIvFkVE",8,0.4019,0.803,0.0,0.197
308,Fox News,Mon Nov 05 05:03:00 +0000 2018,"Members of a U.S Army engineering brigade place Concertina wire around an encampment for troops, Department of Defe… https://t.co/rJzsPpCj6S",9,0.0,1.0,0.0,0.0
309,Fox News,Mon Nov 05 04:42:00 +0000 2018,Midterm election's biggest campaign controversies: The top 9 of 2018 https://t.co/cUxvj3JXng,10,0.2023,0.833,0.0,0.167
310,Fox News,Mon Nov 05 04:31:00 +0000 2018,".@SteveScalise: ""We know there’s a lot of close races, but I think we’re going to hold the House.” #SundayFutures… https://t.co/g2Eo0JGQ9D",11,0.0,1.0,0.0,0.0
311,Fox News,Mon Nov 05 04:15:00 +0000 2018,McEnany: Voters Should Focus on Trump's 'Undeniable' Economic Gains in Midterms https://t.co/zY9jzmKVb6,12,0.34,0.821,0.0,0.179
312,Fox News,Mon Nov 05 03:58:22 +0000 2018,Moms are wearing babies’ umbilical cords as jewelry https://t.co/UxkLK4fcxY,13,0.0,1.0,0.0,0.0
313,Fox News,Mon Nov 05 03:55:50 +0000 2018,Alec Baldwin’s alleged victim says he's 'sore' but will 'be fine' following parking spot altercation https://t.co/Q2m3QrCzMU,14,0.1655,0.789,0.087,0.124
314,Fox News,Mon Nov 05 03:44:14 +0000 2018,Armed man helps subdue suspect in deadly stabbing in Seattle https://t.co/ce1ExwhCUO,15,0.1027,0.652,0.159,0.188
315,Fox News,Mon Nov 05 03:36:15 +0000 2018,Man removed from flight over sleeping pill: 'It was so humiliating' https://t.co/0OCigOCxzY,16,-0.4341,0.793,0.207,0.0
316,Fox News,Mon Nov 05 03:27:08 +0000 2018,US troops seen setting up barbed wire near Mexico border https://t.co/7NtPGh3y4e,17,0.0,1.0,0.0,0.0
317,Fox News,Mon Nov 05 03:17:59 +0000 2018,"Trump amps up Venezuelan crackdown, sanctions gold exports with executive order https://t.co/OESR8UiQaN",18,0.0,1.0,0.0,0.0
318,Fox News,Mon Nov 05 03:10:00 +0000 2018,Trump says Saudi Arabia 'didn't know how to use' US-made bombs in Yemen https://t.co/WUSNlvpXsi,19,0.0,1.0,0.0,0.0
319,Fox News,Mon Nov 05 03:05:37 +0000 2018,.@POTUS arrives at @Andrews_JBA. https://t.co/X6ElC3w61K,20,0.0,1.0,0.0,0.0
320,Fox News,Mon Nov 05 02:52:52 +0000 2018,Midterm election's biggest campaign controversies: The top 9 of 2018 https://t.co/cUxvj3smvI,21,0.2023,0.833,0.0,0.167
321,Fox News,Mon Nov 05 02:44:25 +0000 2018,Michigan K-9 officer killed after shootout near baby shower https://t.co/nmAQskS7MR,22,-0.6705,0.667,0.333,0.0
322,Fox News,Mon Nov 05 02:38:36 +0000 2018,".@RealDrGina: “America is the most generous, charitable nation…we love to welcome people, we want to welcome people… https://t.co/cM1CjngvsW",23,0.9522,0.399,0.0,0.601
323,Fox News,Mon Nov 05 02:34:36 +0000 2018,".@LisaMarieBoothe: “I do think the economy, because it is so strong, we had those great job numbers on Friday…that’… https://t.co/lTuR9GjUiN",24,0.8534,0.683,0.0,0.317
324,Fox News,Mon Nov 05 02:31:27 +0000 2018,"'Turn California Red' rally attracts counter-protesters, but not violence https://t.co/I67QANInaI",25,0.7423,0.56,0.0,0.44
325,Fox News,Mon Nov 05 02:26:11 +0000 2018,"Tezlyn Figaro: “The left ...[is] consistently forgetting that there are people who are actually in business, there… https://t.co/XoEJwS7lgv",26,0.0,1.0,0.0,0.0
326,Fox News,Mon Nov 05 02:15:02 +0000 2018,"Hunting, fishing rights on the ballot in North Carolina https://t.co/EMvrXMYikq",27,0.0,1.0,0.0,0.0
327,Fox News,Mon Nov 05 02:15:00 +0000 2018,"On Election Night, there's only one place to be – Fox News Channel! Tune in for complete election coverage anchored… https://t.co/FlKRSCjrGG",28,0.0,1.0,0.0,0.0
328,Fox News,Mon Nov 05 02:07:00 +0000 2018,"Air Force One taxis past a large crowd as President Donald Trump arrives for during a rally in Macon, Georgia for R… https://t.co/A0u2KnE6tL",29,0.0,1.0,0.0,0.0
329,Fox News,Mon Nov 05 02:00:51 +0000 2018,.@robertwolf32: “What we’re not talking enough about is governorships. I think actually this is going to be a very… https://t.co/60RwZSqE2i,30,0.0,1.0,0.0,0.0
330,Fox News,Mon Nov 05 01:52:52 +0000 2018,Miami Dolphins' Reshad Jones pulls himself out of game against Jets https://t.co/bX4JuDclCV,31,0.0,1.0,0.0,0.0
331,Fox News,Mon Nov 05 01:42:00 +0000 2018,"TONIGHT: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow and special guest John McLaughlin - Tune in at 10p… https://t.co/r8cd4xeESd",32,0.0946,0.698,0.121,0.181
332,Fox News,Mon Nov 05 01:26:35 +0000 2018,Key House races to watch. @MikeEmanuelFox reports. #Midterms2018 https://t.co/iSPHQowenr https://t.co/emEcNZYqCc,33,0.0,1.0,0.0,0.0
333,Fox News,Mon Nov 05 01:18:57 +0000 2018,"During a 'Make America Great Again' rally in Macon, Georgia, President @realDonaldTrump said that the upcoming midt… https://t.co/WpQqPSOj8c",34,0.6249,0.796,0.0,0.204
334,Fox News,Mon Nov 05 01:14:13 +0000 2018,"Rugby player who swallowed garden slug as dare has died, 8 years after health nightmare began https://t.co/zIqyJwQaSY",35,-0.5574,0.806,0.194,0.0
335,Fox News,Mon Nov 05 01:05:00 +0000 2018,A parachutist falls into the stadium carrying the American flag before a college football game between the Notre Da… https://t.co/3Y3OsvP2g9,36,0.0,1.0,0.0,0.0
336,Fox News,Mon Nov 05 00:59:00 +0000 2018,".@SecPompeo: ""We will hold all of those responsible for the murder of Jamal Khashoggi accountable."" #FNS… https://t.co/iCcscssH7D",37,-0.5267,0.682,0.214,0.105
337,Fox News,Mon Nov 05 00:51:00 +0000 2018,".@SecPompeo: ""No one's going to argue that Secretary Pompeo isn't tough on Iran and no one is going to argue that P… https://t.co/7wuG4S62vp",38,-0.7802,0.63,0.322,0.048
338,Fox News,Mon Nov 05 00:45:00 +0000 2018,".@SecPompeo: ""The sanctions that will be reimposed tomorrow are the toughest sanctions ever put in place on the Isl… https://t.co/CAATc7Kxnp",39,-0.0772,0.936,0.064,0.0
339,Fox News,Mon Nov 05 00:40:00 +0000 2018,".@KarlRove on #Midterms2018: ""People are wildly enthusiastic about coming out and voting."" #FNS https://t.co/JqL4SFyvkb",40,0.4939,0.802,0.0,0.198
340,Fox News,Mon Nov 05 00:35:01 +0000 2018,"Paraplegic athlete drags himself through terminal, claims airport ‘humiliated’ him after airline forgets wheelchair https://t.co/zC2LKhy6Ka",41,-0.1779,0.892,0.108,0.0
341,Fox News,Mon Nov 05 00:30:00 +0000 2018,Trump says Abrams will turn Georgia 'into Venezuela' at Macon rally https://t.co/NhBFyC1E8V,42,0.0,1.0,0.0,0.0
342,Fox News,Mon Nov 05 00:25:00 +0000 2018,".@SenThomTillis: ""The president is right that we have to secure the border."" #FNS https://t.co/trDzFMCw2Z",43,0.34,0.844,0.0,0.156
343,Fox News,Mon Nov 05 00:20:32 +0000 2018,".@POTUS delivers remarks in Chattanooga, TN at his second ‘Make America Great Again’ rally of the day. https://t.co/5EzjVdgvSb",44,0.6249,0.806,0.0,0.194
344,Fox News,Mon Nov 05 00:18:00 +0000 2018,".@ChrisVanHollen on #Midterms2018: ""It looks like the president's effort to distract voters from the real issues th… https://t.co/Jo3GaZYU1J",45,0.0772,0.773,0.106,0.121
345,Fox News,Mon Nov 05 00:12:22 +0000 2018,".@VP delivers remarks in Chattanooga, TN at a ‘Make America Great Again’ rally. https://t.co/5EzjVdgvSb",46,0.6249,0.745,0.0,0.255
346,Fox News,Mon Nov 05 00:08:00 +0000 2018,North Carolina woman seen in viral racist rant faces 911 violation charge https://t.co/pPxmJi5pSf,47,-0.8625,0.51,0.49,0.0
347,Fox News,Mon Nov 05 00:00:00 +0000 2018,TONIGHT: @BretBaier and @marthamaccallum provide analysis on the midterm elections and @stevehiltonx takes on the i… https://t.co/po26g6iL6K,48,0.0,1.0,0.0,0.0
348,Fox News,Sun Nov 04 23:59:31 +0000 2018,GOP's narrow path to deny Pelosi gavel could run through key districts offering shot to flip seats https://t.co/pWW4xBlkkc,49,-0.34,0.876,0.124,0.0
349,Fox News,Sun Nov 04 23:55:01 +0000 2018,President @realDonaldTrump to campaign in Missouri Monday; second visit to the state in five days https://t.co/MRLHRbIOqt,50,0.0,1.0,0.0,0.0
350,Fox News,Sun Nov 04 23:52:43 +0000 2018,"Almost 60,000 migrants deemed dead or missing on dangerous journeys since 2014, study finds https://t.co/url6sgup8b",51,-0.8625,0.556,0.444,0.0
351,Fox News,Sun Nov 04 23:41:39 +0000 2018,"In the small town of Veracruz, Mexico, at a gas station and truck stop, two nuns began stopping big rigs Sunday to… https://t.co/2AJqR1Vmng",52,-0.4215,0.84,0.16,0.0
352,Fox News,Sun Nov 04 23:36:58 +0000 2018,"DHS @SecNielsen: #Midterms2018 will be ‘most secure election in the modern era,’ but US will respond if attacked… https://t.co/8WrZbM4Zpw",53,0.1779,0.914,0.0,0.086
353,Fox News,Sun Nov 04 23:26:50 +0000 2018,Balance of power breakdown #Midterms2018 https://t.co/ikUEag4xXx,54,0.0,1.0,0.0,0.0
354,Fox News,Sun Nov 04 23:21:00 +0000 2018,President @realDonaldTrump stumps for Republican candidates in Georgia and Tennessee https://t.co/XzjQr59QzW,55,0.0,1.0,0.0,0.0
355,Fox News,Sun Nov 04 23:17:01 +0000 2018,"Dear Melania, it's been two years since your husband was elected -- An open letter to our first lady https://t.co/f5YKVplYOV",56,0.3818,0.88,0.0,0.12
356,Fox News,Sun Nov 04 23:11:00 +0000 2018,"Running in chinos, one man decided to participate in the New York City marathon on Sunday fully dressed as Forrest… https://t.co/4HrDU0jtgR",57,0.0,1.0,0.0,0.0
357,Fox News,Sun Nov 04 23:05:00 +0000 2018,"While campaigning for Democrats in Gary, Indiana on Sunday, former President @BarackObama spoke about #Midterms2018… https://t.co/bzlSBWa3Rl",58,0.0,1.0,0.0,0.0
358,Fox News,Sun Nov 04 23:00:00 +0000 2018,"MONDAY: President Donald Trump gives a powerful interview to @seanhannity. Tune in to ""Hannity"" on Fox News Channel… https://t.co/gBI0PKUEsx",59,0.4215,0.859,0.0,0.141
359,Fox News,Sun Nov 04 22:59:35 +0000 2018,Former President @BarackObama campaigns for Illinois Democrats in Chicago.  https://t.co/2B1IDzYfqP,60,0.0,1.0,0.0,0.0
360,Fox News,Sun Nov 04 22:56:42 +0000 2018,Central American migrants pack into the back of a trailer truck as they begin their morning trek as part of a thous… https://t.co/z0Gf0yrfvZ,61,0.0,1.0,0.0,0.0
361,Fox News,Sun Nov 04 22:50:37 +0000 2018,"Culberson, Fletcher battle for Texas' 7th congressional district https://t.co/LztOAWYafz",62,-0.3818,0.755,0.245,0.0
362,Fox News,Sun Nov 04 22:40:55 +0000 2018,"Almost 60,000 migrants deemed dead or missing on dangerous journeys since 2014, study finds https://t.co/2QFudjHX5Q",63,-0.8625,0.556,0.444,0.0
363,Fox News,Sun Nov 04 22:29:30 +0000 2018,"Drunk man at Breeder's Cup tried to ride horse onto Churchill Downs track, cops say https://t.co/jSyAZjz60D",64,-0.34,0.862,0.138,0.0
364,Fox News,Sun Nov 04 22:23:30 +0000 2018,GOP's narrow path to deny Pelosi gavel could run through key districts offering shot to flip seats https://t.co/jDCSP8ffkm,65,-0.34,0.876,0.124,0.0
365,Fox News,Sun Nov 04 22:17:00 +0000 2018,"Voters gathered Sunday to hear speeches during an early voting campaign event for Democrats in Cincinnati, OH. https://t.co/1kcVbzxZch",66,0.0,1.0,0.0,0.0
366,Fox News,Sun Nov 04 22:11:02 +0000 2018,California's Harris and Newsom - once rivals - hit the campaign trail together to stump for Dems https://t.co/9li62FN2Bu,67,0.0,1.0,0.0,0.0
367,Fox News,Sun Nov 04 21:51:48 +0000 2018,".@HotlineJosh: ""Voters aren't voting on their pocketbooks like they've done in the past. They're voting on a lot of… https://t.co/0E1QlbJSXJ",68,0.3612,0.878,0.0,0.122
368,Fox News,Sun Nov 04 21:42:35 +0000 2018,October Jobs Report https://t.co/NHoCeBRtor,69,0.0,1.0,0.0,0.0
369,Fox News,Sun Nov 04 21:40:58 +0000 2018,"President @realDonaldTrump rallies for GOP candidates in Georgia, Tennessee ahead of #Midterms2018 https://t.co/UTscgDYMoa",70,0.0,1.0,0.0,0.0
370,Fox News,Sun Nov 04 21:34:00 +0000 2018,TODAY: #TheFive is live in Fox Square and discussing the nation's biggest topics as the midterms approach. Don’t mi… https://t.co/yFpaaMN56d,71,0.0,1.0,0.0,0.0
371,Fox News,Sun Nov 04 21:27:13 +0000 2018,"Members of a U.S Army engineering brigade place Concertina wire around an encampment for troops, Department of Defe… https://t.co/FvHQ0Fn87W",72,0.0,1.0,0.0,0.0
372,Fox News,Sun Nov 04 21:22:14 +0000 2018,".@POTUS: ""There is electricity in the air like I haven't seen since the '16 big victory that we all had together.""… https://t.co/HMXETYcN9p",73,0.3612,0.889,0.0,0.111
373,Fox News,Sun Nov 04 21:19:43 +0000 2018,".@POTUS: ""This is one of the most important elections of our lifetime."" #Midterms2018 https://t.co/Z9Dm0M89Jb",74,0.2716,0.861,0.0,0.139
374,Fox News,Sun Nov 04 21:16:24 +0000 2018,".@POTUS: ""In just two days, the people of Georgia are going to elect @BrianKempGA as your next governor to protect… https://t.co/dPtKWR5Tiv",75,0.0,1.0,0.0,0.0
375,Fox News,Sun Nov 04 21:03:38 +0000 2018,"President @realDonaldTrump hosts a Make America Great Again rally in Macon, Georgia. https://t.co/KlJzYAfuwE",76,0.6249,0.728,0.0,0.272
376,Fox News,Sun Nov 04 21:03:25 +0000 2018,"A supporter of Beto O'Rourke holds up a sign during a rally at the Pan American Neighborhood Park in Austin, TX, on… https://t.co/m4Se4xggfZ",77,0.6523,0.771,0.0,0.229
377,Fox News,Sun Nov 04 20:58:05 +0000 2018,.@jeffmason1: “In a way this midterm election has...felt very much like a presidential election.” #Midterms2018… https://t.co/ObYhhqhfIA,78,0.4173,0.824,0.0,0.176
378,Fox News,Sun Nov 04 20:51:29 +0000 2018,"Twitter removed over 10,000 bots that pretended to be Democrats, report says https://t.co/YaKaESzroV",79,0.0,1.0,0.0,0.0
379,Fox News,Sun Nov 04 20:48:45 +0000 2018,"President @realDonaldTrump arrives in Macon, Georgia to host a Make America Great Again rally.  https://t.co/77WpoDZRP2",80,0.6249,0.76,0.0,0.24
380,Fox News,Sun Nov 04 20:45:00 +0000 2018,"Don't miss special #Midterms2018 election coverage anchored by @BretBaier and @MarthaMacallum, Tuesday starting at… https://t.co/GOO31h1De0",81,-0.2057,0.778,0.135,0.086
381,Fox News,Sun Nov 04 20:42:40 +0000 2018,.@mattsgorman: “We can’t go back to the days of Speaker @NancyPelosi and economic stagnation.” #Midterms2018… https://t.co/MD3SM7BYPR,82,0.0,1.0,0.0,0.0
382,Fox News,Sun Nov 04 20:37:10 +0000 2018,".@BarackObama: “In the closing weeks of this election, we’ve seen repeated attempts to divide us with rhetoric, to… https://t.co/yqkZiILH9n",83,0.0,1.0,0.0,0.0
383,Fox News,Sun Nov 04 20:32:43 +0000 2018,".@BarackObama: “Perhaps most importantly, the character of our country is on the ballot.” #Midterms2018… https://t.co/Mp9BsOhwkx",84,0.3804,0.844,0.0,0.156
384,Fox News,Sun Nov 04 20:25:26 +0000 2018,"Former President @BarackObama campaigns for Democrats in Gary, Indiana. https://t.co/dLl3XegErW",85,0.0,1.0,0.0,0.0
385,Fox News,Sun Nov 04 20:21:51 +0000 2018,"A line forms for early voting at the Hamilton County Board of Elections in Cincinnati, OH on Sunday. https://t.co/czpItI8esR",86,0.0,1.0,0.0,0.0
386,Fox News,Sun Nov 04 20:15:03 +0000 2018,Voter turnout in Mississippi could impact control of the Senate https://t.co/xvWCz65Njg,87,0.0,1.0,0.0,0.0
387,Fox News,Sun Nov 04 20:06:10 +0000 2018,"Paraplegic athlete drags himself through terminal, claims airport ‘humiliated’ him after airline forgets wheelchair https://t.co/zRTWnEza3n",88,-0.1779,0.892,0.108,0.0
388,Fox News,Sun Nov 04 19:59:42 +0000 2018,".@SecPompeo: ""We will hold all of those responsible for the murder of Jamal Khashoggi accountable."" #FNS… https://t.co/VWEBs7w6Ig",89,-0.5267,0.682,0.214,0.105
389,Fox News,Sun Nov 04 19:53:32 +0000 2018,".@SecPompeo: ""No one's going to argue that Secretary Pompeo isn't tough on Iran and no one is going to argue that P… https://t.co/SumN6ekuis",90,-0.7802,0.63,0.322,0.048
390,Fox News,Sun Nov 04 19:48:35 +0000 2018,Neil Armstrong's Apollo 11 spacecraft ID plate sells for $468K in auction https://t.co/pazkECs17l,91,0.0,1.0,0.0,0.0
391,Fox News,Sun Nov 04 19:47:13 +0000 2018,".@SecPompeo: ""The sanctions that will be reimposed tomorrow are the toughest sanctions ever put in place on the Isl… https://t.co/JtkxevSAAr",92,-0.0772,0.936,0.064,0.0
392,Fox News,Sun Nov 04 19:41:53 +0000 2018,".@KarlRove on #Midterms2018: ""People are wildly enthusiastic about coming out and voting."" #FNS https://t.co/4WJ5GNYyJV",93,0.4939,0.802,0.0,0.198
393,Fox News,Sun Nov 04 19:32:15 +0000 2018,Vanna White describes how she copes with tough times https://t.co/naQADWqXkk,94,-0.128,0.857,0.143,0.0
394,Fox News,Sun Nov 04 19:27:40 +0000 2018,"Trump amps up Venezuelan crackdown, sanctions gold exports with executive order https://t.co/9i81yjTXj0",95,0.0,1.0,0.0,0.0
395,Fox News,Sun Nov 04 19:25:29 +0000 2018,".@SenThomTillis: ""The president is right that we have to secure the border."" #FNS https://t.co/hPfSC2oueS",96,0.34,0.844,0.0,0.156
396,Fox News,Sun Nov 04 19:18:54 +0000 2018,".@ChrisVanHollen on #Midterms2018: ""It looks like the president's effort to distract voters from the real issues th… https://t.co/rc0Mo5kM7K",97,0.0772,0.773,0.106,0.121
397,Fox News,Sun Nov 04 19:13:41 +0000 2018,October Economic Numbers #FNS https://t.co/oNVKGjjkYp,98,0.0,1.0,0.0,0.0
398,Fox News,Sun Nov 04 19:10:39 +0000 2018,".@POTUS: ""We are doing a great job at the border. Nobody else could do the job that we're doing."" https://t.co/JtqTYWFUcB",99,0.6249,0.814,0.0,0.186
399,Fox News,Sun Nov 04 19:08:00 +0000 2018,".@POTUS: ""We have the greatest economy in the history of our country."" https://t.co/SKDkx590Wd",100,0.6369,0.741,0.0,0.259
400,The New York Times,Sun Nov 04 19:00:01 +0000 2018,"Reports say Aurora, one of the falcons which serve as U.S. Air Force Academy mascots, was injured in a prank carrie… https://t.co/8UJNzbhrWA",1,-0.4019,0.881,0.119,0.0
401,The New York Times,Sun Nov 04 18:45:09 +0000 2018,"Kemp’s office offered no details about the alleged hack of the state's voter registration system, and Democrats wer… https://t.co/XNYJYN8NFg",2,-0.296,0.891,0.109,0.0
402,The New York Times,Sun Nov 04 18:30:04 +0000 2018,Among the work done for Saudi Arabia by consulting firms: Training the Saudi Navy as it runs a blockade in the war… https://t.co/gk0blD7wT5,3,0.0,1.0,0.0,0.0
403,The New York Times,Sun Nov 04 18:15:05 +0000 2018,"In Opinion

Contributing Opinion Writer Michael Tomasky writes that Democrats need to ""construct a story about how… https://t.co/6AzcFSUJ58",4,0.0,1.0,0.0,0.0
404,The New York Times,Sun Nov 04 18:11:21 +0000 2018,RT @NYTSports: NFL Week 9 offers matchups between future Hall of Fame quarterbacks; teams that have combined to go 14-1; and quarterbacks w…,5,0.4404,0.879,0.0,0.121
405,The New York Times,Sun Nov 04 18:00:09 +0000 2018,"The New York City Marathon includes 50,000 runners, 12,000 volunteers and over 1 million spectators dotting the 26.… https://t.co/jqgbLZwTUN",6,0.0,1.0,0.0,0.0
406,The New York Times,Sun Nov 04 17:45:07 +0000 2018,"The mayor of North Ogden, Utah, who had taken a leave to serve with the National Guard in Afghanistan, was killed w… https://t.co/1DivNOQa7w",7,-0.6908,0.778,0.222,0.0
407,The New York Times,Sun Nov 04 17:30:08 +0000 2018,The man believed to be the first to swim around Britain is no stranger to extreme athletic feats. But before his ne… https://t.co/CpLlhkFWBy,8,-0.1531,0.932,0.068,0.0
